"UF","Sexo","Idade","Cor","Anos.de.Estudo","Renda","Altura"
"Rondônia",0,36,8,3,960,1.77
"Rondônia",1,43,8,12,1200,1.77
"Rondônia",0,52,8,9,1200,1.83
"Rondônia",0,57,8,7,4000,1.57
"Rondônia",1,36,8,12,1500,1.86
"Rondônia",1,33,8,12,2800,1.76
"Rondônia",1,49,8,9,2000,1.63
"Rondônia",0,35,8,9,788,1.68
"Rondônia",0,39,8,6,500,1.8
"Rondônia",0,64,2,1,1200,1.57
"Rondônia",0,17,8,8,1500,1.66
"Rondônia",1,38,8,12,788,1.75
"Rondônia",0,24,8,10,150,1.59
"Rondônia",0,38,8,8,1500,1.77
"Rondônia",0,79,8,2,788,1.61
"Rondônia",0,27,4,7,850,1.69
"Rondônia",0,53,0,16,5000,1.8
"Rondônia",1,41,8,15,1800,1.67
"Rondônia",1,52,2,8,1000,1.62
"Rondônia",0,37,4,1,500,1.57
"Rondônia",0,49,8,1,788,1.59
"Rondônia",0,32,8,16,2000,1.7
"Rondônia",0,38,8,16,7000,1.68
"Rondônia",1,38,8,12,1700,1.76
"Rondônia",1,36,8,12,800,1.81
"Rondônia",1,48,8,12,1600,1.6
"Rondônia",0,45,2,16,2300,1.77
"Rondônia",0,41,8,12,2100,1.82
"Rondônia",0,29,2,14,1600,1.69
"Rondônia",0,27,4,12,1500,1.74
"Rondônia",0,26,2,10,2000,1.66
"Rondônia",1,62,8,16,5000,1.72
"Rondônia",1,38,2,12,3500,1.71
"Rondônia",0,30,8,12,788,1.6
"Rondônia",0,32,8,12,788,1.83
"Rondônia",1,58,4,16,7900,1.65
"Rondônia",0,55,8,12,3500,1.74
"Rondônia",0,49,2,16,7000,1.73
"Rondônia",0,51,4,16,22000,1.54
"Rondônia",1,49,8,9,1000,1.66
"Rondônia",0,38,2,12,3500,1.74
"Rondônia",0,61,8,9,3000,1.68
"Rondônia",1,52,8,9,1200,1.72
"Rondônia",0,36,8,16,2000,1.81
"Rondônia",0,60,8,9,1200,1.73
"Rondônia",0,50,4,12,1000,1.66
"Rondônia",0,19,2,12,1038,1.6
"Rondônia",1,39,8,12,1500,1.67
"Rondônia",1,28,2,12,960,1.78
"Rondônia",0,46,4,12,2000,1.69
"Rondônia",1,26,2,12,1800,1.68
"Rondônia",0,28,8,9,4000,1.67
"Rondônia",1,67,8,1,350,1.79
"Rondônia",0,53,8,9,800,1.76
"Rondônia",1,60,2,9,1200,1.64
"Rondônia",0,44,2,12,2000,1.7
"Rondônia",0,33,4,10,2200,1.62
"Rondônia",1,47,4,16,1800,1.74
"Rondônia",0,41,8,12,3500,1.7
"Rondônia",0,39,4,10,2500,1.73
"Rondônia",0,61,2,5,1000,1.79
"Rondônia",1,36,4,8,1000,1.8
"Rondônia",0,62,2,7,2000,1.89
"Rondônia",0,55,4,12,2300,1.73
"Rondônia",0,20,2,12,1200,1.75
"Rondônia",0,56,8,9,400,1.63
"Rondônia",0,63,2,5,2000,1.84
"Rondônia",1,39,4,13,1200,1.7
"Rondônia",1,38,8,16,3000,1.67
"Rondônia",0,55,8,16,1700,1.7
"Rondônia",0,27,8,12,954,1.78
"Rondônia",0,48,8,12,5000,1.71
"Rondônia",0,27,8,1,1500,1.75
"Rondônia",0,46,2,6,1700,1.63
"Rondônia",0,35,8,16,6700,1.61
"Rondônia",1,40,8,12,800,1.59
"Rondônia",0,32,8,16,2300,1.69
"Rondônia",1,37,8,12,1000,1.64
"Rondônia",0,24,2,12,3800,1.81
"Rondônia",0,41,8,10,788,1.77
"Rondônia",1,60,2,1,2500,1.72
"Rondônia",0,33,2,9,1045,1.79
"Rondônia",0,59,8,1,2000,1.62
"Rondônia",1,22,2,16,1600,1.8
"Rondônia",0,46,2,16,8000,1.68
"Rondônia",0,20,8,16,900,1.6
"Rondônia",0,59,2,5,2000,1.9
"Rondônia",0,33,2,12,2500,1.7
"Rondônia",0,65,8,8,1800,1.72
"Rondônia",0,27,8,12,3800,1.74
"Rondônia",0,43,2,12,2500,1.68
"Rondônia",0,65,2,7,4500,1.84
"Rondônia",1,46,8,16,3500,1.62
"Rondônia",0,50,4,3,1100,1.65
"Rondônia",1,47,4,9,1000,1.77
"Rondônia",0,40,8,5,700,1.61
"Rondônia",1,43,8,7,1100,1.81
"Rondônia",0,44,4,12,1600,1.83
"Rondônia",1,45,2,7,788,1.75
"Rondônia",0,28,8,12,1600,1.49
"Rondônia",0,22,8,15,3500,1.83
"Rondônia",1,47,4,16,6000,1.75
"Rondônia",1,53,8,15,3500,1.64
"Rondônia",1,49,2,12,2000,1.81
"Rondônia",0,67,8,9,2000,1.66
"Rondônia",0,40,2,8,1300,1.64
"Rondônia",0,59,2,13,1500,1.7
"Rondônia",1,55,2,12,1000,1.75
"Rondônia",0,58,2,6,1000,1.62
"Rondônia",1,56,2,16,5000,1.74
"Rondônia",0,50,8,16,9000,1.69
"Rondônia",1,63,8,16,1600,1.58
"Rondônia",1,45,8,16,6000,1.71
"Rondônia",0,48,2,16,3000,1.65
"Rondônia",1,51,8,12,2000,1.65
"Rondônia",0,54,4,4,2600,1.65
"Rondônia",1,43,8,12,1200,1.73
"Rondônia",1,39,8,16,1800,1.71
"Rondônia",0,46,2,5,1000,1.69
"Rondônia",1,29,8,12,788,1.58
"Rondônia",0,61,2,5,2000,1.74
"Rondônia",0,26,2,12,4000,1.69
"Rondônia",0,30,2,12,4500,1.76
"Rondônia",0,37,8,12,3000,1.69
"Rondônia",0,26,4,12,1400,1.7
"Rondônia",0,35,8,12,1500,1.76
"Rondônia",0,41,8,12,1800,1.74
"Rondônia",0,26,8,13,1000,1.67
"Rondônia",1,35,4,13,1720,1.75
"Rondônia",0,27,8,11,1500,1.68
"Rondônia",1,35,8,12,1570,1.61
"Rondônia",0,30,8,12,2000,1.66
"Rondônia",0,26,2,12,1200,1.59
"Rondônia",0,57,8,16,7000,1.81
"Rondônia",1,51,8,16,4500,1.51
"Rondônia",0,24,8,14,3000,1.52
"Rondônia",0,30,8,16,6000,1.72
"Rondônia",1,28,8,9,900,1.76
"Rondônia",0,37,8,9,1200,1.7
"Rondônia",0,35,8,12,3600,1.79
"Rondônia",1,25,8,12,2000,1.8
"Rondônia",1,43,4,12,1000,1.71
"Rondônia",0,35,4,16,10000,1.58
"Rondônia",0,35,8,5,1222,1.81
"Rondônia",0,50,8,8,1150,1.82
"Rondônia",0,58,8,9,2000,1.66
"Rondônia",1,49,8,3,500,1.54
"Rondônia",0,36,8,10,900,1.72
"Rondônia",0,34,8,12,1500,1.76
"Rondônia",0,48,8,12,1200,1.64
"Rondônia",1,37,8,12,840,1.68
"Rondônia",1,51,8,16,1900,1.72
"Rondônia",1,43,2,12,788,1.75
"Rondônia",1,54,4,2,844,1.71
"Rondônia",0,62,8,9,1600,1.72
"Rondônia",0,34,8,1,1200,1.68
"Rondônia",0,34,8,16,3000,1.8
"Rondônia",1,29,2,12,350,1.68
"Rondônia",0,63,4,1,600,1.72
"Rondônia",1,45,8,9,1000,1.6
"Rondônia",0,42,8,12,1007,1.66
"Rondônia",1,25,2,12,800,1.61
"Rondônia",1,34,8,16,2000,1.59
"Rondônia",0,65,2,8,1800,1.69
"Rondônia",1,28,8,16,2600,1.79
"Rondônia",1,61,8,7,200,1.71
"Rondônia",1,28,8,12,600,1.81
"Rondônia",0,48,8,16,3000,1.6
"Rondônia",1,35,8,9,400,1.61
"Rondônia",0,42,4,16,1400,1.67
"Rondônia",1,43,2,16,4000,1.92
"Rondônia",0,54,2,4,5000,1.73
"Rondônia",0,46,8,15,3000,1.92
"Rondônia",1,53,4,12,2500,1.73
"Rondônia",0,50,8,16,900,1.52
"Rondônia",0,24,2,12,1500,1.79
"Rondônia",1,27,4,16,700,1.62
"Rondônia",0,46,4,16,3000,1.73
"Rondônia",1,28,2,13,1400,1.67
"Rondônia",0,38,2,12,2000,1.73
"Rondônia",0,49,4,12,2800,1.56
"Rondônia",0,62,4,1,1550,1.78
"Rondônia",1,18,8,12,1000,1.8
"Rondônia",0,40,2,6,2000,1.72
"Rondônia",1,29,4,15,1500,1.56
"Rondônia",0,55,2,6,1000,1.83
"Rondônia",1,29,4,8,950,1.77
"Rondônia",0,44,8,12,2200,1.68
"Rondônia",0,41,8,12,1300,1.57
"Rondônia",0,30,8,7,3300,1.73
"Rondônia",0,21,2,11,900,1.73
"Rondônia",0,41,8,5,1600,1.69
"Rondônia",1,60,8,1,780,1.75
"Rondônia",0,51,8,3,1800,1.69
"Rondônia",1,48,8,9,1200,1.73
"Rondônia",0,23,8,12,1300,1.69
"Rondônia",1,40,8,9,1500,1.73
"Rondônia",1,47,8,9,788,1.83
"Rondônia",0,21,8,12,1200,1.58
"Rondônia",1,31,8,16,2800,1.65
"Rondônia",0,49,4,12,5000,1.7
"Rondônia",0,30,2,11,1500,1.57
"Rondônia",1,49,8,4,800,1.72
"Rondônia",0,58,8,8,2000,1.82
"Rondônia",1,49,8,12,2200,1.82
"Rondônia",0,64,8,7,2500,1.74
"Rondônia",0,43,8,12,4000,1.74
"Rondônia",1,51,2,16,3200,1.67
"Rondônia",0,34,8,12,3000,1.61
"Rondônia",1,32,4,16,2500,1.71
"Rondônia",0,70,8,8,1100,1.65
"Rondônia",1,31,8,10,1200,1.62
"Rondônia",1,40,8,16,2400,1.69
"Rondônia",0,49,2,12,3000,1.65
"Rondônia",0,52,8,7,2500,1.63
"Rondônia",0,56,8,12,3000,1.59
"Rondônia",0,25,8,12,1500,1.55
"Rondônia",1,21,8,13,1150,1.7
"Rondônia",1,36,8,13,1050,1.85
"Rondônia",0,22,8,9,1400,1.69
"Rondônia",1,25,8,9,820,1.74
"Rondônia",0,32,8,11,1200,1.63
"Rondônia",0,28,2,12,1600,1.69
"Rondônia",0,35,4,11,1680,1.86
"Rondônia",0,26,8,12,1800,1.66
"Rondônia",0,25,8,12,1300,1.71
"Rondônia",1,46,8,12,1500,1.77
"Rondônia",0,43,8,13,1800,1.75
"Rondônia",0,53,8,6,1800,1.71
"Rondônia",0,23,4,16,1050,1.6
"Rondônia",1,54,8,12,1400,1.72
"Rondônia",0,22,8,6,1200,1.79
"Rondônia",0,30,8,12,2365,1.72
"Rondônia",0,51,8,6,2200,1.72
"Rondônia",1,49,8,16,4500,1.68
"Rondônia",0,45,2,16,1400,1.79
"Rondônia",0,31,8,6,1500,1.56
"Rondônia",0,27,8,6,1500,1.7
"Rondônia",1,30,8,12,3000,1.67
"Rondônia",1,35,8,8,788,1.82
"Rondônia",0,42,4,6,2500,1.6
"Rondônia",0,56,4,16,2800,1.78
"Rondônia",0,30,8,12,2000,1.62
"Rondônia",0,37,8,5,1500,1.81
"Rondônia",1,50,8,9,1000,1.78
"Rondônia",1,48,8,15,1000,1.78
"Rondônia",1,36,8,9,1300,1.66
"Rondônia",0,33,8,12,788,1.73
"Rondônia",1,24,4,16,2500,1.73
"Rondônia",0,55,8,12,3000,1.67
"Rondônia",0,38,8,2,1700,1.75
"Rondônia",1,59,2,12,3200,1.6
"Rondônia",0,37,8,12,1800,1.74
"Rondônia",1,45,2,12,800,1.72
"Rondônia",0,40,8,16,5500,1.7
"Rondônia",0,43,2,12,3500,1.61
"Rondônia",1,22,8,10,788,1.7
"Rondônia",1,49,8,9,900,1.68
"Rondônia",1,40,0,4,900,1.66
"Rondônia",1,44,8,5,700,1.72
"Rondônia",0,54,8,9,780,1.79
"Rondônia",1,53,8,9,788,1.76
"Rondônia",1,42,8,5,850,1.79
"Rondônia",1,43,2,11,1500,1.77
"Rondônia",1,59,8,6,300,1.78
"Rondônia",0,36,8,12,3000,1.66
"Rondônia",0,40,0,12,2500,1.54
"Rondônia",1,39,8,12,1200,1.42
"Rondônia",1,41,2,15,3500,1.82
"Rondônia",1,34,2,16,3500,1.84
"Rondônia",0,40,8,12,2000,1.83
"Rondônia",1,37,8,8,800,1.63
"Rondônia",0,43,8,10,1150,1.6
"Rondônia",0,36,2,12,1900,1.68
"Rondônia",0,46,8,12,1400,1.64
"Rondônia",0,32,8,10,1300,1.71
"Rondônia",0,26,2,14,960,1.88
"Rondônia",0,35,8,12,900,1.81
"Rondônia",0,35,8,12,2400,1.81
"Rondônia",0,36,4,7,2000,1.7
"Rondônia",1,32,2,16,2100,1.66
"Rondônia",1,43,2,15,1900,1.61
"Rondônia",0,22,8,10,1200,1.71
"Rondônia",0,35,8,12,1900,1.57
"Rondônia",0,28,8,11,1600,1.48
"Rondônia",1,29,2,16,12500,1.74
"Rondônia",0,36,8,16,5000,1.63
"Rondônia",0,54,8,9,5000,1.62
"Rondônia",1,53,8,16,6800,1.54
"Rondônia",1,53,2,16,4000,1.78
"Rondônia",1,27,8,16,2200,1.61
"Rondônia",0,66,2,16,5000,1.61
"Rondônia",1,33,2,16,10000,1.76
"Rondônia",0,29,8,12,3000,1.69
"Rondônia",1,38,2,12,1000,1.63
"Rondônia",0,51,8,12,3000,1.8
"Rondônia",0,31,2,12,1400,1.76
"Rondônia",1,18,8,8,1000,1.63
"Rondônia",1,43,8,9,3000,1.76
"Rondônia",0,41,8,8,1200,1.72
"Rondônia",0,45,2,4,2500,1.82
"Rondônia",0,25,8,12,1300,1.69
"Rondônia",1,40,2,11,827,1.61
"Rondônia",0,51,8,5,1200,1.81
"Rondônia",0,30,8,12,2100,1.71
"Rondônia",0,77,8,1,0,1.8
"Rondônia",1,27,8,6,35,1.71
"Rondônia",0,20,8,9,1300,1.65
"Rondônia",0,58,8,1,700,1.7
"Rondônia",0,33,8,6,800,1.74
"Rondônia",1,38,2,12,1500,1.68
"Rondônia",1,39,8,5,300,1.75
"Rondônia",1,50,8,1,200,1.74
"Rondônia",0,22,2,10,2000,1.71
"Rondônia",0,30,8,12,788,1.71
"Rondônia",0,59,8,9,2000,1.7
"Rondônia",0,75,2,1,300,1.69
"Rondônia",0,51,8,12,3800,1.71
"Rondônia",0,36,4,12,2000,1.7
"Rondônia",0,35,2,14,5000,1.67
"Rondônia",0,46,4,12,3800,1.63
"Rondônia",1,60,8,6,1000,1.7
"Rondônia",0,29,8,12,5000,1.71
"Rondônia",1,24,8,12,1600,1.87
"Rondônia",1,56,8,6,1500,1.65
"Rondônia",0,62,8,3,900,1.73
"Rondônia",0,47,8,12,3000,1.77
"Rondônia",1,45,4,11,1800,1.64
"Rondônia",0,45,8,6,500,1.8
"Rondônia",0,57,8,4,1500,1.76
"Rondônia",0,38,8,15,5000,1.78
"Rondônia",0,41,2,12,3000,1.64
"Rondônia",0,40,8,16,1200,1.77
"Rondônia",0,39,8,16,1200,1.79
"Rondônia",0,35,8,5,1200,1.82
"Rondônia",0,42,8,1,3500,1.73
"Rondônia",1,46,8,10,1200,1.67
"Rondônia",0,55,4,4,1000,1.71
"Rondônia",0,30,8,15,3500,1.73
"Rondônia",0,29,4,16,6000,1.79
"Rondônia",1,52,8,16,3500,1.75
"Rondônia",0,58,2,12,10000,1.83
"Rondônia",0,26,8,8,1400,1.55
"Rondônia",0,50,8,2,1600,1.69
"Rondônia",0,56,8,12,1400,1.72
"Rondônia",0,53,4,5,788,1.66
"Rondônia",0,59,8,9,5000,1.67
"Rondônia",0,33,2,16,50000,1.63
"Rondônia",1,44,4,12,872,1.6
"Rondônia",0,59,4,5,3000,1.82
"Rondônia",1,46,4,16,1000,1.65
"Rondônia",1,56,8,6,1000,1.68
"Rondônia",1,24,8,14,1500,1.64
"Rondônia",0,44,8,5,920,1.8
"Rondônia",0,42,8,5,788,1.68
"Rondônia",0,28,8,15,2000,1.76
"Rondônia",1,59,8,6,1100,1.68
"Rondônia",1,48,2,16,1900,1.6
"Rondônia",1,36,8,13,600,1.7
"Rondônia",0,35,4,9,788,1.71
"Rondônia",0,45,8,5,1000,1.59
"Rondônia",0,46,2,12,3000,1.65
"Rondônia",0,34,2,11,2600,1.61
"Rondônia",1,33,8,12,1200,1.75
"Rondônia",0,42,8,8,1200,1.73
"Rondônia",1,39,8,16,9000,1.7
"Rondônia",0,33,8,1,1200,1.74
"Rondônia",0,55,2,7,2000,1.68
"Rondônia",0,57,8,12,1000,1.72
"Rondônia",0,54,8,1,1500,1.62
"Rondônia",0,33,4,8,1000,1.72
"Rondônia",0,65,8,4,600,1.77
"Rondônia",0,47,2,11,1000,1.58
"Rondônia",0,43,8,7,788,1.68
"Rondônia",0,70,2,1,1000,1.55
"Rondônia",0,51,8,5,788,1.71
"Rondônia",0,49,2,4,1100,1.72
"Rondônia",0,66,8,1,500,1.76
"Rondônia",0,23,8,9,788,1.74
"Rondônia",0,49,8,16,400,1.79
"Rondônia",0,41,4,5,2200,1.59
"Rondônia",0,57,2,9,3000,1.55
"Rondônia",0,45,8,1,350,1.7
"Rondônia",0,38,8,6,1200,1.72
"Rondônia",0,34,8,5,300,1.82
"Rondônia",1,50,2,16,3600,1.65
"Rondônia",0,43,8,5,700,1.79
"Rondônia",1,36,2,12,3200,1.76
"Rondônia",0,35,2,16,1900,1.76
"Rondônia",1,34,2,12,850,1.66
"Rondônia",0,39,2,1,800,1.61
"Rondônia",0,31,4,9,1100,1.68
"Rondônia",1,41,8,6,788,1.82
"Rondônia",1,52,2,5,250,1.78
"Rondônia",0,37,8,12,1500,1.58
"Rondônia",1,26,8,12,830,1.72
"Rondônia",0,63,2,5,3100,1.75
"Rondônia",0,53,8,12,2000,1.74
"Rondônia",0,42,8,5,500,1.76
"Rondônia",0,30,2,16,4000,1.77
"Rondônia",0,24,2,12,912,1.68
"Rondônia",1,34,4,16,9000,1.63
"Rondônia",0,30,2,10,1500,1.58
"Rondônia",0,33,8,16,3000,1.77
"Rondônia",0,42,2,5,500,1.6
"Rondônia",0,35,2,10,3000,1.74
"Rondônia",0,37,8,2,550,1.68
"Rondônia",0,28,8,6,1380,1.76
"Rondônia",0,34,8,9,1200,1.65
"Rondônia",1,53,4,10,400,1.69
"Rondônia",0,48,4,12,10000,1.7
"Rondônia",1,43,8,12,3500,1.63
"Rondônia",1,50,2,9,850,1.75
"Rondônia",0,45,8,6,2000,1.72
"Rondônia",0,30,2,3,700,1.58
"Rondônia",0,27,8,16,2800,1.84
"Rondônia",0,42,2,9,1200,1.52
"Rondônia",1,42,8,15,788,1.65
"Rondônia",0,74,2,1,400,1.65
"Rondônia",0,29,8,12,3000,1.7
"Rondônia",0,37,4,16,1500,1.69
"Rondônia",1,40,8,4,400,1.6
"Rondônia",0,52,2,9,1200,1.75
"Rondônia",0,36,4,5,3000,1.84
"Rondônia",1,59,8,16,2000,1.75
"Rondônia",0,33,2,12,900,1.75
"Rondônia",1,28,8,14,1000,1.71
"Rondônia",0,54,8,13,833,1.71
"Rondônia",0,26,8,12,1500,1.78
"Rondônia",0,36,2,5,2000,1.69
"Rondônia",0,43,2,6,1000,1.77
"Rondônia",0,45,4,5,2000,1.67
"Rondônia",0,33,8,9,6000,1.67
"Rondônia",0,44,2,9,1500,1.7
"Rondônia",1,57,2,9,1700,1.78
"Rondônia",0,49,8,2,1950,1.63
"Rondônia",0,62,2,3,700,1.56
"Rondônia",1,50,2,2,0,1.65
"Rondônia",0,46,2,5,1500,1.65
"Rondônia",0,26,2,14,1000,1.82
"Rondônia",0,44,8,12,4000,1.68
"Rondônia",0,56,2,16,7400,1.62
"Rondônia",0,36,8,16,2000,1.63
"Rondônia",1,18,2,9,1300,1.64
"Rondônia",0,47,8,2,2500,1.72
"Rondônia",0,56,8,1,2000,1.7
"Rondônia",0,65,8,12,2160,1.77
"Rondônia",1,52,2,15,5000,1.6
"Rondônia",0,34,2,16,3000,1.64
"Rondônia",0,23,2,16,2000,1.7
"Rondônia",0,55,2,16,900,1.63
"Rondônia",1,36,2,12,800,1.62
"Rondônia",1,49,8,12,1000,1.45
"Rondônia",1,38,8,12,1100,1.93
"Rondônia",0,55,8,7,1576,1.78
"Rondônia",0,23,8,12,1500,1.77
"Rondônia",1,19,8,10,876,1.58
"Rondônia",0,55,8,5,1500,1.77
"Rondônia",1,46,2,6,788,1.59
"Rondônia",0,48,4,12,2000,1.6
"Rondônia",0,74,8,12,915,1.62
"Rondônia",0,28,8,12,3000,1.86
"Rondônia",0,48,4,5,2000,1.74
"Rondônia",0,58,8,4,1500,1.77
"Rondônia",0,40,8,12,950,1.83
"Rondônia",0,52,8,6,2500,1.63
"Rondônia",1,33,2,16,788,1.75
"Rondônia",0,25,8,3,500,1.68
"Rondônia",1,35,2,12,1200,1.71
"Rondônia",0,33,4,1,600,1.9
"Rondônia",0,28,8,8,1500,1.79
"Rondônia",0,64,4,6,1800,1.8
"Rondônia",0,44,2,16,1024,1.6
"Rondônia",0,32,8,12,4000,1.62
"Rondônia",0,50,8,16,5000,1.77
"Rondônia",1,47,2,12,950,1.68
"Rondônia",0,48,8,3,788,1.72
"Rondônia",0,36,2,9,2400,1.59
"Rondônia",0,35,2,5,6000,1.68
"Rondônia",0,49,8,9,788,1.76
"Rondônia",0,37,8,8,1200,1.73
"Rondônia",0,33,2,5,1000,1.73
"Rondônia",1,34,8,12,3000,1.64
"Rondônia",1,49,4,13,500,1.7
"Rondônia",0,30,2,16,1400,1.74
"Rondônia",1,45,6,5,640,1.66
"Rondônia",0,21,8,12,1490,1.74
"Rondônia",1,32,8,5,800,1.7
"Rondônia",1,47,8,12,1000,1.63
"Rondônia",0,38,4,6,1300,1.77
"Rondônia",0,33,6,5,1250,1.71
"Rondônia",0,35,2,8,1500,1.73
"Rondônia",0,32,2,16,10000,1.8
"Rondônia",0,40,2,5,1200,1.7
"Rondônia",0,33,8,12,1500,1.74
"Rondônia",1,47,2,16,400,1.7
"Rondônia",0,41,8,13,1000,1.73
"Rondônia",0,76,2,5,3000,1.65
"Rondônia",0,54,2,12,4500,1.69
"Rondônia",0,57,8,6,1500,1.56
"Rondônia",1,44,2,15,788,1.57
"Rondônia",0,65,6,16,7500,1.52
"Rondônia",0,43,8,12,3000,1.65
"Rondônia",0,41,8,5,1200,1.68
"Rondônia",0,44,8,11,3000,1.81
"Rondônia",0,49,2,3,1200,1.62
"Rondônia",0,50,8,5,788,1.72
"Rondônia",0,40,8,6,6000,1.81
"Rondônia",1,30,6,9,1000,1.61
"Rondônia",0,36,8,1,800,1.6
"Rondônia",0,30,4,9,1100,1.64
"Rondônia",1,39,8,8,788,1.7
"Rondônia",0,43,2,12,1300,1.73
"Rondônia",0,47,8,12,3000,1.73
"Rondônia",0,43,2,12,4000,1.78
"Rondônia",0,34,8,12,788,1.75
"Rondônia",1,46,2,12,800,1.73
"Rondônia",0,26,2,17,1200,1.66
"Rondônia",1,30,4,14,3000,1.8
"Rondônia",1,52,2,16,4000,1.61
"Rondônia",0,25,8,12,1500,1.68
"Rondônia",0,35,4,9,1300,1.6
"Rondônia",0,44,4,16,788,1.67
"Rondônia",1,30,8,5,360,1.7
"Rondônia",0,20,4,11,1000,1.68
"Rondônia",0,34,2,4,1070,1.67
"Rondônia",0,40,2,14,850,1.77
"Rondônia",0,51,2,1,800,1.65
"Rondônia",0,34,2,9,788,1.67
"Rondônia",0,32,8,12,1000,1.7
"Rondônia",0,41,4,13,3000,1.64
"Rondônia",0,43,8,13,1200,1.67
"Rondônia",0,41,2,5,1200,1.74
"Rondônia",0,26,8,12,1200,1.58
"Rondônia",0,54,4,3,850,1.57
"Rondônia",0,34,2,8,800,1.77
"Rondônia",0,42,8,1,1000,1.65
"Rondônia",0,37,8,6,850,1.73
"Rondônia",0,41,2,5,800,1.75
"Rondônia",0,36,2,7,300,1.7
"Rondônia",0,43,8,4,1782,1.56
"Rondônia",0,37,8,10,1500,1.67
"Rondônia",0,58,4,1,600,1.69
"Rondônia",0,54,4,1,400,1.75
"Rondônia",0,27,8,8,1600,1.74
"Rondônia",0,34,8,4,1300,1.66
"Rondônia",0,30,2,12,800,1.73
"Rondônia",0,39,2,5,1500,1.71
"Rondônia",0,31,2,16,1500,1.74
"Rondônia",0,50,8,2,700,1.64
"Rondônia",0,68,8,3,0,1.71
"Rondônia",0,53,8,5,1350,1.67
"Rondônia",1,34,2,16,2205,1.66
"Rondônia",0,49,2,16,1000,1.54
"Rondônia",0,30,4,12,520,1.81
"Rondônia",0,61,2,5,2000,1.76
"Rondônia",0,55,8,1,800,1.69
"Rondônia",0,35,8,5,450,1.71
"Rondônia",0,41,8,4,500,1.63
"Rondônia",0,50,8,3,800,1.67
"Rondônia",0,45,2,16,800,1.59
"Rondônia",0,27,8,12,1000,1.75
"Rondônia",0,54,4,4,788,1.66
"Rondônia",0,46,4,16,1300,1.64
"Rondônia",0,50,8,8,2000,1.82
"Rondônia",0,36,8,6,1000,1.7
"Rondônia",0,35,8,12,3000,1.79
"Rondônia",0,50,2,1,700,1.67
"Rondônia",0,49,8,6,1000,1.83
"Rondônia",0,45,8,9,700,1.7
"Rondônia",0,41,2,9,1000,1.61
"Rondônia",0,48,2,7,1260,1.68
"Rondônia",0,33,8,3,700,1.69
"Rondônia",1,41,8,12,800,1.68
"Rondônia",1,34,2,12,2100,1.71
"Rondônia",0,58,8,16,4500,1.57
"Rondônia",1,53,8,16,1200,1.79
"Rondônia",1,53,8,9,1200,1.73
"Rondônia",0,47,2,12,4800,1.73
"Rondônia",0,67,2,2,788,1.75
"Rondônia",1,52,8,5,950,1.68
"Rondônia",0,33,2,12,1578,1.61
"Rondônia",0,62,2,4,600,1.68
"Rondônia",0,23,2,6,788,1.85
"Rondônia",0,38,2,4,3000,1.8
"Rondônia",0,47,2,7,900,1.8
"Rondônia",0,28,4,8,788,1.77
"Rondônia",0,36,4,7,750,1.66
"Rondônia",0,45,2,9,900,1.74
"Rondônia",0,35,4,6,500,1.88
"Rondônia",0,48,4,2,600,1.67
"Rondônia",0,37,8,4,800,1.7
"Rondônia",0,42,2,6,1000,1.75
"Rondônia",0,59,8,2,300,1.78
"Rondônia",0,51,2,4,800,1.73
"Rondônia",0,32,4,4,400,1.76
"Rondônia",0,49,2,12,788,1.79
"Rondônia",0,37,2,7,500,1.6
"Rondônia",0,24,2,10,1500,1.74
"Rondônia",0,55,8,9,1000,1.74
"Rondônia",0,37,2,4,1100,1.79
"Rondônia",0,26,2,12,1000,1.79
"Rondônia",1,26,2,12,788,1.65
"Rondônia",0,43,8,4,900,1.65
"Rondônia",0,40,4,5,1500,1.74
"Rondônia",0,34,2,3,250,1.76
"Rondônia",1,26,8,12,300,1.54
"Rondônia",0,34,2,3,200,1.72
"Rondônia",0,28,4,6,1200,1.7
"Rondônia",0,54,8,5,1500,1.79
"Rondônia",0,36,8,12,800,1.63
"Rondônia",0,41,8,12,1000,1.63
"Rondônia",1,46,2,9,400,1.6
"Rondônia",0,37,8,12,1000,1.6
"Rondônia",0,36,8,12,1200,1.7
"Rondônia",0,33,2,8,5000,1.61
"Rondônia",0,60,2,1,788,1.77
"Rondônia",1,53,2,5,300,1.64
"Rondônia",1,38,8,17,500,1.81
"Rondônia",0,48,8,1,800,1.61
"Rondônia",0,28,6,16,7000,1.78
"Rondônia",0,76,8,3,2500,1.63
"Rondônia",0,44,8,3,500,1.64
"Rondônia",1,36,8,12,788,1.61
"Rondônia",0,37,2,15,4200,1.66
"Rondônia",0,40,8,12,2000,1.75
"Rondônia",1,38,8,9,788,1.76
"Rondônia",0,26,8,7,1200,1.76
"Rondônia",0,25,8,12,1100,1.69
"Rondônia",0,68,8,1,1200,1.73
"Rondônia",0,50,8,1,1000,1.69
"Rondônia",0,27,2,8,500,1.76
"Rondônia",0,36,2,5,500,1.7
"Rondônia",0,57,8,1,300,1.65
"Rondônia",1,40,8,12,500,1.61
"Rondônia",0,58,8,5,800,1.56
"Rondônia",1,28,2,16,1400,1.77
"Rondônia",0,26,2,5,500,1.75
"Rondônia",0,84,8,9,1500,1.73
"Rondônia",0,56,8,6,1000,1.75
"Rondônia",0,33,8,4,900,1.6
"Rondônia",0,40,4,9,1100,1.81
"Rondônia",0,42,2,5,400,1.71
